FacilityName,Type,HealthFacilityCode,Classification,StreetNameAndNo,ZipCode,BarangayName,LandlineNumber,lon,lat,level,PRCP,BedSpace,OpRoom,RecRoom,MatWard,IsoRoom,dental,blood,pathology,radiology,pharmacy,CMDCDH_2,Spec1,ICU,NICU,HRPU,RTS,TerClin,MobX,Teach_3,PRU,ASC,Dialysis,BBank,Hispa,radiology3,HIVTreat,HIVTest,City
Central Bicutan Health Center Dpwh,Rural Health Unit,9483,Government,Inside Dpwh Compound Sunflower Street,0,Central Bicutan,0,121.0508645,14.5176184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Dr. Elvira M. Lagrosa Health Center,Rural Health Unit,9489,Government,"Pasay  Sports Complex, Fb Harrison",1300,Barangay 76,+63 025511652,120.9874386,14.5373621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasay
Franco Clinic,Hospital,10850,Private,Letre Road,1473,Tonsuya,0,120.9602787,14.6597763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Gen. T. De Leon Health Center Ii,Rural Health Unit,10913,Government,0,0,Hen. T. De Leon,+63 024449249,120.9923524,14.6862878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Grace Park Health Center,Rural Health Unit,10951,Government,"171 3Rd Street, Grace Park East",0,Barangay 86,0,120.9867488,14.6497679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Hulong Duhat Health Center,Rural Health Unit,11474,Government,B. Bautista Boulevard Corner M. Blas Street,0,Hulong Duhat,+63 024468202,120.9421024,14.6780357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Meralco Corporate Wellness Center,Hospital,11655,Private,"Meralco Compound, Ortigas Ave.",0,0,+63 026328796,121.0851097,14.5763768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Mayor Juan R. Sanchez Memorial Health Center,Rural Health Unit,11696,Government,"P. Rosales Street, Manila (Kaliwa)",0,Manila,+63 026410614,121.072206,14.5442907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pateros
Julian Felipe Health Center,Rural Health Unit,11699,Government,"Julian Felipe Street, Sangandaan",0,Barangay 8,0,120.9696387,14.6575284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Emergency Care Clinic,Rural Health Unit,11720,Government,Southville 3 Poblacion,0,Poblacion,0,121.0244389,14.3717912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Old Lower Bicutan Health Center,Rural Health Unit,11889,Government,"Purok 5, Manuel L. Quezon Street",0,Lower Bicutan,0,121.0593142,14.4908456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Makabayan Health Center,Rural Health Unit,11982,Government,Barangka Drive Corner Bumatay Street,0,Barangka Drive,0,121.0362895,14.5698388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Malaria Health Center,Rural Health Unit,12082,Government,"Ascoville, Malaria",0,Barangay 185,0,121.0757883,14.7694849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Marulas Health Center,Rural Health Unit,12251,Government,"Rajah Sulaiman St., Marulas",0,Barangay 36,0,120.9775974,14.6373221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Napindan Health Center,Rural Health Unit,12429,Government,Purok 1 Napindan,0,Napindan,0,121.0979963,14.5353433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
North Daang Hari Health Center,Rural Health Unit,12454,Government,14 Road 1,0,North Daang Hari,0,121.0513165,14.4848615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Northville I Health Center,Rural Health Unit,12457,Government,Block 9 Lot 10,0,Bignay,0,120.978191,14.671279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Northville Ii Health Center,Rural Health Unit,12462,Government,Block 10 Lot 13,0,Bignay,0,120.9776636,14.6724446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Our Lady Of Lourdes Hospital Inc.,Hospital,12505,Private,"46 P. Sanchez Street, Santa Mesa",0,0,+63 022519406,121.0208088,14.5961117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Pag-Asa Health Center,Rural Health Unit,12518,Government,Inocentes Street Corner General Kalentong Street,0,Pag-Asa,0,121.025626,14.59055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Palar Health Station,Rural Health Unit,12528,Government,Scorpion Street,0,Western Bicutan,0,121.0363768,14.5172195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Pamana Health Center,Rural Health Unit,12547,Government,Damka Street,0,Barangay 598,+63 027161370,121.0202502,14.6000691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Pasig Medical & Maternity Hospital Foundation Inc.,Hospital,12605,Private,101 London Street Greenpark Village,1600,Manggahan,+63 026461067,121.0936983,14.6018872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Presidential Security Group Station Hospital,Hospital,12776,Government,Malacañang Park,1005,0,+63 025212301,120.9842195,14.5995124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Purok 4 Health Center,Rural Health Unit,12909,Government,Bautista Street,0,Mapulang Lupa,0,121.0019845,14.7079422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
San Francisco Super Health Center,Rural Health Unit,13078,Government,2Nd Floor H. Francisco Street Corner San Vicente Street,0,Damayan,0,121.0173425,14.6226637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
North Signal Health Center,Rural Health Unit,13380,Government,Ipil-Ipil Street Zone 1,0,Signal Village,0,121.0508645,14.5176184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Sitio Imelda Health Center,Rural Health Unit,13382,Government,Block 115 Lot 1 Purok 7,0,Upper Bicutan,0,121.0485599,14.4979947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
South Daang Hari Health Center,Rural Health Unit,13459,Government,Purok 14,0,South Daang Hari,0,121.04696,14.486667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
St. John'S Hospital,Hospital,13521,Private,0,0,Malinta,0,120.9631176,14.6907866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Santa Quiteria Health Center,Rural Health Unit,13648,Government,Tullahan Rd. Sta. Quiteria,0,Barangay 163,0,121.0141574,14.6828087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Tibagan Health Center,Barangay Health Station,15449,Government,160 Don E. Ejercito Street,1500,Tibagan,+63 027289715,121.0305229,14.5993821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Tuktukan Health Center,Rural Health Unit,15994,Government,General Luna Street,0,Tuktukan,+63 026420970,121.0714895,14.5308261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Urduja Health Center,Rural Health Unit,16018,Government,"Magat Salamat Street, Uruduja Village",0,Barangay 172,0,121.040116,14.7459843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Victoria Homes Health Center,Barangay Health Station,16041,Government,Victoria Homes Subdivision,0,Tunasan,+63 025199295,121.0363768,14.3725455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Villamor Barangay Health Station,Barangay Health Station,16066,Government,0,0,0,0,121.0437003,14.6760413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Wawa Health Center,Rural Health Unit,16077,Government,Jones Street,0,Wawa,0,121.0747937,14.523149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Justice Jose Abad Santos Mother And Child Hospital,Hospital,22594,Government,Numancia Street,0,0,+63 023537001,120.9721223,14.5970982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Empoyees Clinic,Rural Health Unit,22812,Government,Maysilo Street,0,Plainview,0,121.0332284,14.5767953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Tumana Health Center,Rural Health Unit,22910,Government,Bagong Farmers 1 Avenue,0,Tumana,+63 029431286,121.1003273,14.6545395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Tumana Health Center,Rural Health Unit,22910,Government,Bagong Farmers 1 Avenue,0,Tumana,+63 029431286,121.1003273,14.6545395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Tumana Health Center,Rural Health Unit,29746,Government,Phase 2 Area 2,1485,"North Bay Blvd., South",0,120.9559284,14.6417937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Tumana Health Center,Rural Health Unit,29746,Government,Phase 2 Area 2,1485,"North Bay Blvd., South",0,120.9559284,14.6417937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Repro Health Center,Rural Health Unit,22966,Government,A. Mabini Street,0,Poblacion,+63 028999047,121.0313318,14.5688163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Ibayo Health Center,Rural Health Unit,23017,Government,700 Natividad Street,0,Ibayo-Tipas,0,121.0829043,14.5304236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
South Signal Health Center,Rural Health Unit,23037,Government,"Friendship Street, Zone 6",0,Signal Village,0,121.0508645,14.5176184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Katuparan Health Center,Rural Health Unit,25810,Government,Pag-Asa Street,0,Katuparan,0,121.0614584,14.5167862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Fort Bonifacio Health Center,Rural Health Unit,25814,Government,Sitio 3 At The Back Of The National Nutrition Council,0,Fort Bonifacio,0,121.0503183,14.5408671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Block 39 (Welfareville) Health Center,Rural Health Unit,25822,Government,Block 39,0,Addition Hills,0,121.0466441,14.5866691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Addition Hills Health Center,Rural Health Unit,25827,Government,"Hoover Street., Corner Lloyd George Street",1500,Addition Hills,0,121.0385269,14.5938309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Greenhills Health Center,Rural Health Unit,25829,Government,Annapolis Street,1500,Greenhills,0,121.0554179,14.6057557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Maytunas Health Center,Rural Health Unit,25831,Government,M.H. Del Pilar Street,1500,Maytunas,0,121.0307706,14.5943785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Urology Center Of The Philippines (New),Hospital,25834,Private,"No. 62 Maginoo Street, Diliman",0,0,0,121.0437003,14.6760413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Vt Maternity Hospital (New),Hospital,25838,Private,"3 Toyota Avenue, Corner Guerilla Street Sto. Nino",0,Santo Ni??O,0,121.0437003,14.6760413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Sitio Santo Niño Health Center,Rural Health Unit,27870,Government,Sitio Santo Niño,0,Cupang,0,121.0418639,14.4404106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Southville Health Center,Rural Health Unit,27871,Government,Southville 3 Poblacion,0,Poblacion,0,121.0244389,14.3717912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Batasan Hills Social Hygiene Clinic,Rural Health Unit,27873,Government,"1St Floor, Ibp Road Corner Commonwealth Avenue",0,Batasan Hills,0,121.0870702,14.686864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Central Signal Health Center,Rural Health Unit,27877,Government,Zone Ii,0,Signal Village,0,121.0508645,14.5176184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
San Andres Health Center,Rural Health Unit,27879,Government,1313 Wesa Street,0,Barangay 738,+63 025427896,121.0244641,14.5524608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
M. F. Jhocson Health Center,Rural Health Unit,27882,Government,M. F. Jhocson Street,0,0,+63 023452835,120.9952608,14.6037788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
San Diego Health Center,Rural Health Unit,27883,Government,1449 San Diego Street,0,0,+63 022540629,120.9956698,14.6143601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Buhay Mahalaga Health Center,Rural Health Unit,27884,Government,Arellano Street,0,0,0,121.0068316,14.5769851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Barangay 310 Health Center,Rural Health Unit,27885,Government,849 Quezon Boulevard,0,Barangay 310,0,120.985037,14.604023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
San Bartolome Health Center,Rural Health Unit,27923,Government,P. Dela Cruz Corner Quirino Highway,0,San Bartolome,0,121.034882,14.7007777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Bagumbong Dulo Health Center,Rural Health Unit,27924,Government,Bagumbong Dulo,0,Barangay 173,0,121.0349434,14.7541809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Barracks Health Center,Rural Health Unit,27925,Government,0,0,Barangay 185,0,121.0757883,14.7694849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Llano Health Center,Rural Health Unit,27926,Government,Llano Road,0,Barangay 167,0,121.0081231,14.7370618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Pangarap Health Center,Rural Health Unit,27927,Government,Narra Avenue,0,Barangay 182,0,121.0920581,14.7642731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Sampalukan Health Center,Rural Health Unit,27928,Government,Kabulusan Street,0,Barangay 24,0,120.9729332,14.6432442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
San Rafael Village Satellite Center,Barangay Health Station,27929,Government,1 Taliba Street,1485,San Rafael Village,0,120.9661209,14.6374481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Malabo Health Station,Barangay Health Station,27930,Government,"002 William Street, Annville Subdivision, Sitio Santo Rosario",0,Maysan,+63 024444919,120.9863189,14.6809664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Central Bicutan Osano Super Health Center,Rural Health Unit,29730,Government,"Phase 1, Central Bicutan - Osano",0,Central Bicutan,0,121.0508645,14.5176184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Ligid Super Health Center (Special Health Unit),Rural Health Unit,29731,Government,Labao Street,0,Ligid-Tipas,0,121.0779377,14.5434511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
North Signal Super Health Center (Special Health Unit),Rural Health Unit,29732,Government,"Ipil Ipil St., Zone 1",0,North Signal Village,0,121.057159,14.5161223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Pinagsama Health Center,Rural Health Unit,29733,Government,"Phase 1, Pinagsama",0,0,0,121.0508645,14.5176184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
"Villon-Tansinsin Hospital, Inc.",Hospital,29734,Private,3 Toyota Avenue Cor. Guerilla St.,0,Santo Ni??O,0,121.1028546,14.65073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Doña Nicasia Health Center,Rural Health Unit,29736,Government,Malasakit Street,0,Commonwealth,0,121.0822362,14.6966972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Fairview Polymedic Hospital,Hospital,29737,Private,1041 Quirino Highway,0,Santa Monica,+63 029398764,121.0318354,14.6954564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Garma Hospital,Hospital,29738,Private,"8 Purdue Street Corner New York, E. Rodriguez, Cubao",0,E. Rodriguez,0,121.052143,14.6273978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Melchora Aquino Health Center,Rural Health Unit,29739,Government,Npc,0,New Era (Constitution Hills),0,121.0934847,14.6938615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Mt. Banawe General Hospital,Hospital,29740,Private,264 E. Rodriguez Sr. Boulevard,0,E. Rodriguez,+63 027240656,121.0224899,14.6211893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Pacific Global Medical Center,Hospital,29741,Private,"Lot 2B,Mindanao Avenue",0,Talipapa,+63 029014941,121.0351815,14.6548904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Pnp General Hospital Annex,Hospital,29742,Government,"Camp Panopio, P. Tuazon",0,Kaunlaran,+63 027236730,121.0464885,14.6152343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Santa Lucia General Hospital Corporation,Hospital,29743,Private,797 Quirino Highway,0,Santa Monica,+63 024185593,121.0317819,14.6953716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Saint Louis Medical Clinic And Hospital,Hospital,29744,Private,Marianito Street,0,San Bartolome,+63 029361243,121.0653914,14.7063563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Phase 2 Area 1 Satellite Center,Rural Health Unit,29745,Government,Block 23 Langaray Street Corner Dalag Street Phase 2 Area 1,1485,"North Bay Blvd., South",0,120.9559284,14.6417937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Metro North Medical Center And Hospital Inc.,Hospital,30973,Private,1001 Mindanao Avenue,0,Bahay Toro,+63 024268000,121.027968,14.690044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Metro Psych Facility,Hospital,662,Private,520 Dr. Sixto Avenue,0,Maybunga,+63 026436006,121.0821996,14.5789919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Pagamutang Bayan Ng Malabon,Hospital,693,Government,Maya Maya Street,0,Longos,+63 022812898,120.9605559,14.653715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Philippine Childrens Medical Center,Hospital,713,Government,Quezon Avenue,0,Bagong Pag-Asa,+63 029246601,121.0449733,14.6488632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Philippine Heart Center,Hospital,714,Government,"East Avenue, Diliman",0,Central,+63 029252401,121.0479354,14.6450291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Philippine Orthopedic Center,Hospital,715,Government,Ma. Clara Street Corner Banawe Street,0,Santa Teresita,+63 027124602,121.0043072,14.6274541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Rizal Medical Center,Hospital,727,Government,Pasig Boulevard,1600,Pineda,+63 026719740,121.0660369,14.5674546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pasig
Taguig-Pateros District Hospital,Hospital,788,Government,East Service Road,0,Western Bicutan,+63 028383485,121.0317778,14.5141296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Valenzuela Medical Center,Hospital,802,Government,0,0,Karuhatan,0,120.9739935,14.6898877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Carmona Health Center,Rural Health Unit,809,Government,"3002 H. Santos Street, Pasong Tamo",0,Carmona,+63 028953721,121.015496,14.5714919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Ana Health Center,Rural Health Unit,814,Government,"Kapanalig Street, Marcela",0,Barangay 28,0,120.9682722,14.6403686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Corazon Aquino Health Center,Rural Health Unit,826,Government,Baseco Compound,0,Barangay 649,+63 024943471,120.9569326,14.59127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Rizal Health Center,Rural Health Unit,828,Government,Amrillo Street,0,Rizal,+63 027291992,121.0607418,14.5382146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Calabash Health Center,Rural Health Unit,832,Government,2111 Soledad Extension,0,Barangay 534,+63 027812024,121.0032254,14.6121073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Canumay West Health Center,Rural Health Unit,838,Government,T. Santiago Street,0,Canumay,+63 024442235,120.9839357,14.6977092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Krus Na Ligas Health Center,Rural Health Unit,840,Government,89 Lt. J. Francisco,0,Krus Na Ligas,0,121.0639285,14.6461921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Dalandanan Health Center,Rural Health Unit,841,Government,177 Mc Arthur Hi-Way,0,Dalandanan,0,120.961799,14.7031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Dimasalang Health Center,Rural Health Unit,844,Government,"Isagani Corner Tiago Street, Manila",0,Barangay 368,+63 027112849,120.9885283,14.6217035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Doña Marta Health Center,Rural Health Unit,846,Government,37 Don Carlos Revilla Street,1300,Barangay 147,+63 028517804,121.0023293,14.5367344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasay
Potrero Health Center,Rural Health Unit,847,Government,14 Durian Street,1475,Potrero,0,120.9848447,14.6626507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Esperanza Health Center,Rural Health Unit,850,Government,"286 Teresa Street, Old Sta. Mesa",0,Barangay 842,+63 027157028,121.0168934,14.6001581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
F. Legarda Health Center,Rural Health Unit,851,Government,457 Quintos Street,0,0,+63 027812456,121.001694,14.6086128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
